ISU,GENDER,CITIZENSHIP,EXAM_TYPE,EXAM_SUBJECT_1,EXAM_SUBJECT_2,EXAM_SUBJECT_3,ADMITTED_EXAM_1,ADMITTED_EXAM_2,ADMITTED_EXAM_3,ADMITTED_SUBJECT_PRIZE_LEVEL,REGION_ID
6961310112870006098,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,72.0,75.0,76.0,ЕГЭ,4877310761925081124
3259723469941892318,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,70.0,62.0,87.0,ЕГЭ,16925236604731044042
718031962013356208,Ж,15601729049989747827,ЕГЭ,70786669040476600,10540932117542805584,8388269026169219461,66.0,75.0,82.0,ЕГЭ,4877310761925081124
15000961033590122060,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,72.0,69.0,70.0,ЕГЭ,4877310761925081124
13851197199500669994,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,70.0,80.0,76.0,ЕГЭ,4877310761925081124
15482195001482259050,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,5533732657842394915,,,,1.0,4877310761925081124
11626875043485703631,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,100.0,100.0,92.0,ЕГЭ,1109768648583698762
17668820379502778901,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,4877310761925081124
8686887686482012504,М,11309604947099574056,ВИ,70786669040476600,5533732657842394915,8388269026169219461,82.0,64.0,92.0,ЕГЭ,5087927234000983963
4867858607952397299,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,84.0,82.0,100.0,1.0,1511906182880739861
872856476066366916,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,76.0,88.0,79.0,ЕГЭ,4877310761925081124
16701237046435141813,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,78.0,94.0,82.0,ЕГЭ,1109768648583698762
13171293400820863451,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,84.0,73.0,98.0,ЕГЭ,9081090908022044151
9942742717991996765,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,86.0,100.0,82.0,ЕГЭ,16925236604731044042
14474819382042716420,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,5533732657842394915,8388269026169219461,,,,1.0,1109768648583698762
1168397346823437163,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,74.0,84.0,94.0,ЕГЭ,4877310761925081124
13460949385922421297,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,64.0,70.0,84.0,ЕГЭ,4877310761925081124
18296345661788522960,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,72.0,72.0,73.0,ЕГЭ,7805492244297918082
11233948195764538260,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,86.0,91.0,84.0,ЕГЭ,17119224547502736839
894502649105671518,М,15601729049989747827,ОЛИМПИАДА,70786669040476600,8388269026169219461,14462659375807213512,,,,3.0,14816259123945808471
24200313584652851,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,82.0,90.0,71.0,ЕГЭ,4877310761925081124
2511883703504010572,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,87.0,97.0,92.0,ЕГЭ,7985202681830703722
4105600253089780723,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,82.0,100.0,87.0,ЕГЭ,15356981229653043462
5020013972034931092,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,82.0,83.0,92.0,ЕГЭ,4877310761925081124
2373631810431433917,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,68.0,79.0,90.0,ЕГЭ,8205464320989047869
5459700978390264201,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,87.0,73.0,ЕГЭ,3168514873062973316
2844670457309545452,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,79.0,81.0,70.0,ЕГЭ,4877310761925081124
10571965550249097358,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,60.0,67.0,63.0,ЕГЭ,9081090908022044151
5780660784406087353,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,92.0,95.0,70.0,ЕГЭ,10949815829030522512
2768148354145658982,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,64.0,81.0,73.0,ЕГЭ,10949815829030522512
3881846806312764079,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,70.0,70.0,79.0,ЕГЭ,13212234532599156514
4198959518700745672,М,15601729049989747827,ВИ,70786669040476600,5533732657842394915,8388269026169219461,60.0,61.0,72.0,ЕГЭ,4877310761925081124
9511227261748145036,М,15601729049989747827,ВИ,70786669040476600,5533732657842394915,8388269026169219461,75.0,67.0,96.0,ЕГЭ,4877310761925081124
5814073529550201294,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,70.0,72.0,62.0,ЕГЭ,4877310761925081124
10019144244980925172,Ж,15601729049989747827,ВИ,70786669040476600,5533732657842394915,8388269026169219461,100.0,91.0,98.0,ЕГЭ,4877310761925081124
11240781444206702551,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,72.0,61.0,71.0,ЕГЭ,4877310761925081124
2754904746445871563,М,15601729049989747827,ВИ,70786669040476600,5533732657842394915,8388269026169219461,97.0,88.0,88.0,ЕГЭ,4877310761925081124
6870381862355478069,Ж,18373459101558879359,ВИ,70786669040476600,8388269026169219461,5533732657842394915,76.0,92.0,75.0,ЕГЭ,5087927234000983963
11789452795048421786,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,68.0,70.0,73.0,ЕГЭ,15356981229653043462
9029407955990081879,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,72.0,78.0,73.0,ЕГЭ,13212234532599156514
16171655938621181957,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,77.0,70.0,79.0,ЕГЭ,3035652100526550566
9804710815946186533,М,15601729049989747827,ВИ,70786669040476600,5533732657842394915,8388269026169219461,66.0,83.0,93.0,ЕГЭ,5087927234000983963
9239874811648399975,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,100.0,65.0,66.0,ЕГЭ,4877310761925081124
18292410598466732254,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,77.0,78.0,92.0,ЕГЭ,7355556299500193485
6890620516495504396,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,82.0,81.0,84.0,ЕГЭ,4877310761925081124
6219846680508731887,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,77.0,78.0,79.0,ЕГЭ,1360429390938723525
10345898957161949446,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,14462659375807213512,70.0,90.0,75.0,ЕГЭ,4877310761925081124
11384242096348578737,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,80.0,81.0,98.0,ЕГЭ,4877310761925081124
11357123864997053721,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,84.0,91.0,81.0,ЕГЭ,4877310761925081124
8564448944176293395,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,100.0,73.0,78.0,ЕГЭ,872201316736140016
15324089046447808802,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,92.0,72.0,88.0,ЕГЭ,4877310761925081124
9904434088526424483,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,72.0,73.0,91.0,ЕГЭ,13212234532599156514
4930929777390894049,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,76.0,73.0,93.0,ЕГЭ,13212234532599156514
14653278575215758363,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,81.0,91.0,71.0,ЕГЭ,12692000485755088437
9954115183429822958,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,70.0,77.0,79.0,ЕГЭ,14816259123945808471
13031175194567863008,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,92.0,83.0,88.0,ЕГЭ,5114219431588033335
3157385482302115972,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,86.0,91.0,93.0,ЕГЭ,8611857524221992249
8835237249547082089,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,86.0,79.0,98.0,ЕГЭ,8611857524221992249
1862741143870495043,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,86.0,83.0,93.0,ЕГЭ,4877310761925081124
17056584945526512994,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,76.0,84.0,98.0,ЕГЭ,7378542743194628944
17873732732881287076,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,86.0,72.0,98.0,ЕГЭ,4877310761925081124
2412318662626896993,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,78.0,81.0,88.0,ЕГЭ,3778175973883118527
11570725809752632483,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,88.0,75.0,86.0,ЕГЭ,16416166836247151845
14478118489948185250,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,78.0,70.0,100.0,ЕГЭ,1183855978477575755
3702984219739343333,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,74.0,81.0,93.0,ЕГЭ,13212234532599156514
7432855726068831205,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,90.0,75.0,86.0,ЕГЭ,4877310761925081124
1628682045782858910,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,68.0,70.0,70.0,ЕГЭ,13212234532599156514
6663818994909460041,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,70.0,70.0,86.0,ЕГЭ,4877310761925081124
14707207452008837501,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,77.0,81.0,90.0,ЕГЭ,17119224547502736839
4637792046862704930,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,82.0,88.0,82.0,ЕГЭ,8552285770721582599
8199833821935834922,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,88.0,100.0,91.0,ЕГЭ,9014016175298475329
8507782665245177634,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,92.0,83.0,98.0,ЕГЭ,8552285770721582599
5139239344089924263,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,72.0,77.0,60.0,ЕГЭ,1109768648583698762
8899786373389451039,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,74.0,88.0,98.0,ЕГЭ,8552285770721582599
8398609057957105760,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,86.0,96.0,83.0,ЕГЭ,5707351439812748180
6240273933075994691,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,80.0,84.0,96.0,ЕГЭ,4877310761925081124
17165941086340787662,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,96.0,97.0,90.0,ЕГЭ,4877310761925081124
4872465023346083115,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,80.0,83.0,96.0,ЕГЭ,8410490330815802684
1742410913806698045,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,82.0,79.0,78.0,ЕГЭ,1360429390938723525
8223891733561134544,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,62.0,83.0,86.0,ЕГЭ,872201316736140016
12624635820108208828,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,82.0,73.0,72.0,ЕГЭ,4877310761925081124
15337764799983789016,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,80.0,81.0,78.0,ЕГЭ,14816259123945808471
10513288910663258187,М,15923099772014565343,ВИ,70786669040476600,5826293459260054492,8388269026169219461,84.0,86.0,90.0,ЕГЭ,5087927234000983963
3162113512698539933,М,15923099772014565343,ВИ,70786669040476600,5826293459260054492,8388269026169219461,84.0,86.0,90.0,ЕГЭ,5087927234000983963
8844218140704910500,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,70.0,84.0,95.0,ЕГЭ,4877310761925081124
16321225387432134387,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,62.0,75.0,91.0,ЕГЭ,112354482202020164
17164771736737540709,М,15601729049989747827,ВИ,70786669040476600,5826293459260054492,8388269026169219461,74.0,77.0,86.0,ЕГЭ,5087927234000983963
9840879683684811641,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,62.0,76.0,81.0,ЕГЭ,4877310761925081124
597932668011672137,М,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,80.0,94.0,83.0,ЕГЭ,10949815829030522512
11069944218340622983,Ж,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,86.0,72.0,96.0,ЕГЭ,6526615412229035694
14972886794907715251,Ж,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,76.0,82.0,93.0,ЕГЭ,4877310761925081124
2358967147026438634,Ж,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,76.0,82.0,98.0,ЕГЭ,4877310761925081124
7025938196419211833,Ж,15601729049989747827,ЕГЭ,70786669040476600,14462659375807213512,8388269026169219461,80.0,89.0,93.0,ЕГЭ,4877310761925081124
12161428159223622028,М,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,92.0,74.0,81.0,ЕГЭ,3168514873062973316
13293613762812030150,М,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,84.0,76.0,86.0,ЕГЭ,8611857524221992249
464077994329636131,Ж,15601729049989747827,ЕГЭ,70786669040476600,14462659375807213512,8388269026169219461,80.0,90.0,98.0,ЕГЭ,13416616610702715005
3733821251321495706,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,74.0,70.0,96.0,ЕГЭ,12692000485755088437
13146323374843285745,М,15601729049989747827,ЕГЭ,70786669040476600,14462659375807213512,8388269026169219461,75.0,94.0,92.0,ЕГЭ,4877310761925081124
2605521378469101578,Ж,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,68.0,90.0,96.0,ЕГЭ,4877310761925081124
5657886948702923609,М,15923099772014565343,ВИ,70786669040476600,11200029731125595475,8388269026169219461,76.0,92.0,90.0,ЕГЭ,5087927234000983963
8583686460279747560,Ж,15923099772014565343,ВИ,70786669040476600,11200029731125595475,8388269026169219461,80.0,92.0,87.0,ЕГЭ,5087927234000983963
2137544760897532885,Ж,15601729049989747827,ЕГЭ,70786669040476600,14462659375807213512,8388269026169219461,84.0,95.0,78.0,ЕГЭ,10949815829030522512
15313371807775718967,Ж,15601729049989747827,ЕГЭ,70786669040476600,14462659375807213512,8388269026169219461,72.0,94.0,91.0,ЕГЭ,1109768648583698762
7193044168374496880,Ж,15601729049989747827,ЕГЭ,70786669040476600,14462659375807213512,8388269026169219461,82.0,80.0,93.0,ЕГЭ,13212234532599156514
14777182755234980204,Ж,15601729049989747827,ЕГЭ,70786669040476600,14462659375807213512,8388269026169219461,80.0,90.0,91.0,ЕГЭ,8205464320989047869
16971096834148277852,Ж,15601729049989747827,ЕГЭ,70786669040476600,14462659375807213512,8388269026169219461,76.0,99.0,92.0,ЕГЭ,3499826374472820412
2548854983173870895,Ж,15601729049989747827,ВИ,70786669040476600,11200029731125595475,8388269026169219461,88.0,84.0,91.0,ЕГЭ,5087927234000983963
5727831971337412900,М,15601729049989747827,ВИ,70786669040476600,11200029731125595475,8388269026169219461,100.0,82.0,80.0,ЕГЭ,4574748157048647601
5626640301572944099,Ж,15601729049989747827,ЕГЭ,70786669040476600,11200029731125595475,8388269026169219461,73.0,82.0,98.0,ЕГЭ,8205464320989047869
5260537637231322818,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,82.0,97.0,96.0,ЕГЭ,4652638424146327842
2197648117935939567,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,96.0,75.0,93.0,ЕГЭ,4877310761925081124
11861741118755948488,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,90.0,77.0,84.0,ЕГЭ,14816259123945808471
11975166098453465566,Ж,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,76.0,93.0,68.0,ЕГЭ,16925236604731044042
2900531686875133965,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,76.0,94.0,78.0,ЕГЭ,1511906182880739861
13948048546425323018,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,82.0,81.0,83.0,ЕГЭ,1183855978477575755
13680753061377940137,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,76.0,77.0,96.0,ЕГЭ,4877310761925081124
1468572817958250236,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,80.0,91.0,81.0,ЕГЭ,7805492244297918082
17245936902435245567,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,76.0,79.0,78.0,ЕГЭ,4877310761925081124
12616007411694951830,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,90.0,73.0,78.0,ЕГЭ,4877310761925081124
9485114811301062760,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,74.0,72.0,96.0,ЕГЭ,13212234532599156514
14104538670277265344,М,15601729049989747827,ЕГЭ,70786669040476600,8388269026169219461,5533732657842394915,90.0,76.0,79.0,ЕГЭ,4877310761925081124
8069862031094212188,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,78.0,66.0,96.0,ЕГЭ,13159984977302794480
17691500970314054871,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,90.0,91.0,98.0,ЕГЭ,698269158467562988
10527540049913748971,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,84.0,81.0,98.0,ЕГЭ,4652638424146327842
11360284515298167540,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,100.0,73.0,100.0,ЕГЭ,1360429390938723525
819710431287468515,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,78.0,97.0,93.0,ЕГЭ,7985202681830703722
15909633909482090322,Ж,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,74.0,79.0,81.0,ЕГЭ,4877310761925081124
8971838232986913423,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,80.0,77.0,91.0,ЕГЭ,4877310761925081124
11965438371261998607,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,82.0,83.0,76.0,ЕГЭ,14404770572329717838
1328064454258942290,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,82.0,83.0,91.0,ЕГЭ,1360429390938723525
5080600552843579326,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,86.0,94.0,83.0,ЕГЭ,7805492244297918082
16422120153662491398,М,15601729049989747827,ЕГЭ,70786669040476600,5533732657842394915,8388269026169219461,100.0,100.0,67.0,ЕГЭ,9014016175298475329
18270334610298310238,Ж,15601729049989747827,ЕГЭ,70786669040476600,5826293459260054492,8388269026169219461,70.0,66.0,91.0,ЕГЭ,4877310761925081124
